 ProductID ,Date,CustomerID,CampaignID,Units,Product,Category,Segment,ManufacturerID,Manufacturer,Unit Cost,Unit Price,ZipCode,Email Name,City,State,Region,District,Country
443,11/17/2011,88075,14,1,Maximus UM-48,Urban,Moderation,7,VanArsdel,65.15,89.24,75092,(Lee.Delgado@xyza.com): Delgado. Lee,Sherman. TX. USA,TX,Central,District #22,USA
506,3/26/2016,51645,13,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,28532,(Teagan.Ortiz@xyza.com): Ortiz. Teagan,Havelock. NC. USA,NC,East,District #08,USA
614,5/17/2014,59674,10,1,Maximus UC-79,Urban,Convenience,7,VanArsdel,49.82,68.24,55125,(Daniel.Rios@xyza.com): Rios. Daniel,Saint Paul. MN. USA,MN,Central,District #28,USA
470,12/10/2013,274026,21,1,Maximus UM-75,Urban,Moderation,7,VanArsdel,74.73,102.37,65334,(Zelenia.James@xyza.com): James. Zelenia,Hughesville. MO. USA,MO,Central,District #30,USA
438,8/27/2015,236484,4,1,Maximus UM-43,Urban,Moderation,7,VanArsdel,73.58,100.79,8033,(Haley.Pearson@xyza.com): Pearson. Haley,Haddonfield. NJ. USA,NJ,East,District #04,USA
449,4/5/2013,173778,16,1,Maximus UM-54,Urban,Moderation,7,VanArsdel,74.73,102.37,97502,(Melvin.Macias@xyza.com): Macias. Melvin,Central Point. OR. USA,OR,West,District #35,USA
407,5/31/2013,268824,5,1,Maximus UM-12,Accessory,Accessory,7,VanArsdel,116.89,160.12,29009,(Tyler.Savage@xyza.com): Savage. Tyler,Bethune. SC. USA,SC,East,District #11,USA
489,3/29/2012,270805,9,1,Maximus UM-94,Urban,Moderation,7,VanArsdel,73.77,101.06,75049,(Neville.Mccormick@xyza.com): Mccormick. Neville,Garland. TX. USA,TX,Central,District #22,USA
451,7/9/2013,126127,9,1,Maximus UM-56,Urban,Moderation,7,VanArsdel,66.49,91.08,46561,(Vladimir.Stephenson@xyza.com): Stephenson. Vladimir,Osceola. IN. USA,IN,East,District #17,USA
555,3/6/2014,2717,19,1,Maximus UC-20,Mix,Productivity,7,VanArsdel,62.66,85.83,60098,(Nita.Mccarty@xyza.com): Mccarty. Nita,Woodstock. IL. USA,IL,Central,District #31,USA
461,2/15/2013,2660,1,1,Maximus UM-66,Urban,Moderation,7,VanArsdel,82.39,112.87,60098,(Xerxes.Cortez@xyza.com): Cortez. Xerxes,Woodstock. IL. USA,IL,Central,District #31,USA
461,5/24/2014,131571,3,1,Maximus UM-66,Urban,Moderation,7,VanArsdel,82.39,112.87,48152,(Adara.Ball@xyza.com): Ball. Adara,Livonia. MI. USA,MI,East,District #18,USA
470,11/4/2013,208817,21,1,Maximus UM-75,Urban,Moderation,7,VanArsdel,74.73,102.37,94070,(Vivian.Greer@xyza.com): Greer. Vivian,San Carlos. CA. USA,CA,West,District #36,USA
598,10/29/2014,223506,12,1,Maximus UC-63,Urban,Convenience,7,VanArsdel,68.6,93.97,93401,(Yuli.Clayton@xyza.com): Clayton. Yuli,San Luis Obispo. CA. USA,CA,West,District #37,USA
431,9/10/2013,66462,2,1,Maximus UM-36,Urban,Moderation,7,VanArsdel,75.11,102.89,68516,(Kay.Chen@xyza.com): Chen. Kay,Lincoln. NE. USA,NE,Central,District #30,USA
431,3/15/2013,153085,20,1,Maximus UM-36,Urban,Moderation,7,VanArsdel,75.11,102.89,97756,(Barclay.Morgan@xyza.com): Morgan. Barclay,Redmond. OR. USA,OR,West,District #35,USA
563,5/31/2014,147267,4,1,Maximus UC-28,Youth,Youth,7,VanArsdel,56.91,77.96,66104,(Ariel.Osborn@xyza.com): Osborn. Ariel,Kansas City. KS. USA,KS,Central,District #30,USA
449,4/15/2012,133135,20,1,Maximus UM-54,Urban,Moderation,7,VanArsdel,74.73,102.37,60041,(Denise.Pitts@xyza.com): Pitts. Denise,Ingleside. IL. USA,IL,Central,District #31,USA
487,4/1/2016,110642,19,1,Maximus UM-92,Urban,Moderation,7,VanArsdel,80.48,110.24,8822,(Hilary.Lara@xyza.com): Lara. Hilary,Flemington. NJ. USA,NJ,East,District #03,USA
580,11/10/2015,81925,4,1,Maximus UC-45,Urban,Convenience,7,VanArsdel,60.92,83.45,98503,(Stephanie.Mercer@xyza.com): Mercer. Stephanie,Lacey. WA. USA,WA,West,District #34,USA
604,7/28/2015,198605,4,1,Maximus UC-69,Urban,Convenience,7,VanArsdel,37.16,50.9,97220,(Samantha.Gaines@xyza.com): Gaines. Samantha,Portland. OR. USA,OR,West,District #34,USA
487,6/25/2011,158820,9,1,Maximus UM-92,Urban,Moderation,7,VanArsdel,80.48,110.24,15101,(Urielle.Lyons@xyza.com): Lyons. Urielle,Allison Park. PA. USA,PA,East,District #13,USA
596,8/6/2015,219220,11,1,Maximus UC-61,Urban,Convenience,7,VanArsdel,55.94,76.62,13676,(Camille.Rich@xyza.com): Rich. Camille,Potsdam. NY. USA,NY,East,District #01,USA
487,3/20/2016,153156,15,1,Maximus UM-92,Urban,Moderation,7,VanArsdel,80.48,110.24,45694,(Merrill.Clay@xyza.com): Clay. Merrill,Wheelersburg. OH. USA,OH,East,District #15,USA
578,7/19/2012,6385,19,1,Maximus UC-43,Urban,Convenience,7,VanArsdel,57.48,78.74,73160,(Yoshi.Whitley@xyza.com): Whitley. Yoshi,Oklahoma City. OK. USA,OK,Central,District #21,USA
461,8/27/2014,62393,20,1,Maximus UM-66,Urban,Moderation,7,VanArsdel,82.39,112.87,58102,(Amaya.Porter@xyza.com): Porter. Amaya,Fargo. ND. USA,ND,Central,District #32,USA
487,6/22/2016,206147,22,1,Maximus UM-92,Urban,Moderation,7,VanArsdel,80.48,110.24,71078,(Imani.Hernandez@xyza.com): Hernandez. Imani,Stonewall. LA. USA,LA,Central,District #24,USA
506,10/31/2014,187414,15,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,87122,(Griffin.Hardy@xyza.com): Hardy. Griffin,Albuquerque. NM. USA,NM,West,District #39,USA
690,8/13/2015,83198,13,1,Maximus UC-55,Urban,Convenience,7,VanArsdel,26.82,36.74,2324,(Victor.Dawson@xyza.com): Dawson. Victor,Bridgewater. MA. USA,MA,East,District #02,USA
491,9/26/2012,69893,18,1,Maximus UM-96,Urban,Moderation,7,VanArsdel,63.45,86.91,46140,(Rhea.Goodwin@xyza.com): Goodwin. Rhea,Greenfield. IN. USA,IN,East,District #17,USA
471,3/30/2014,114815,11,1,Maximus UM-76,Urban,Moderation,7,VanArsdel,67.06,91.87,77510,(Pamela.Shelton@xyza.com): Shelton. Pamela,Santa Fe. TX. USA,TX,Central,District #23,USA
476,3/24/2013,224713,15,1,Maximus UM-81,Urban,Moderation,7,VanArsdel,142.76,195.56,50469,(Brennan.Larson@xyza.com): Larson. Brennan,Rockwell. IA. USA,IA,Central,District #28,USA
548,8/10/2015,261420,1,1,Maximus UC-13,Mix,All Season,7,VanArsdel,37.94,51.97,40740,(Alexa.Fuentes@xyza.com): Fuentes. Alexa,Lily. KY. USA,KY,East,District #19,USA
415,1/20/2011,14663,20,1,Maximus UM-20,Urban,Moderation,7,VanArsdel,65.15,89.24,80020,(Yardley.Hewitt@xyza.com): Hewitt. Yardley,Broomfield. CO. USA,CO,Central,District #20,USA
506,8/11/2015,83730,3,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,94551,(Tatiana.Sims@xyza.com): Sims. Tatiana,Livermore. CA. USA,CA,West,District #36,USA
537,6/19/2014,221778,3,1,Maximus UC-02,Mix,All Season,7,VanArsdel,61.32,83.99,81050,(Kirby.Owen@xyza.com): Owen. Kirby,La Junta. CO. USA,CO,Central,District #20,USA
491,8/6/2011,183002,2,1,Maximus UM-96,Urban,Moderation,7,VanArsdel,63.45,86.91,32968,(Malachi.Henson@xyza.com): Henson. Malachi,Vero Beach. FL. USA,FL,East,District #10,USA
690,9/20/2011,96151,19,1,Maximus UC-55,Urban,Convenience,7,VanArsdel,26.82,36.74,32176,(Charles.Larsen@xyza.com): Larsen. Charles,Ormond Beach. FL. USA,FL,East,District #12,USA
650,4/8/2016,198230,21,1,Maximus UC-15,Urban,Convenience,7,VanArsdel,36.39,49.85,20755,(Duncan.Hopkins@xyza.com): Hopkins. Duncan,Fort George G Meade. MD. USA,MD,East,District #05,USA
449,5/1/2013,79657,13,1,Maximus UM-54,Urban,Moderation,7,VanArsdel,74.73,102.37,49201,(Ahmed.Noel@xyza.com): Noel. Ahmed,Jackson. MI. USA,MI,East,District #18,USA
407,1/15/2011,128793,6,1,Maximus UM-12,Accessory,Accessory,7,VanArsdel,116.89,160.12,32563,(Slade.Reid@xyza.com): Reid. Slade,Gulf Breeze. FL. USA,FL,East,District #09,USA
604,7/13/2011,144073,1,1,Maximus UC-69,Urban,Convenience,7,VanArsdel,37.16,50.9,23059,(Quemby.White@xyza.com): White. Quemby,Glen Allen. VA. USA,VA,East,District #07,USA
451,4/5/2015,21737,20,1,Maximus UM-56,Urban,Moderation,7,VanArsdel,66.49,91.08,64119,(Winifred.Harding@xyza.com): Harding. Winifred,Kansas City. MO. USA,MO,Central,District #30,USA
578,3/25/2011,114222,2,1,Maximus UC-43,Urban,Convenience,7,VanArsdel,57.48,78.74,21742,(Josiah.Stark@xyza.com): Stark. Josiah,Hagerstown. MD. USA,MD,East,District #05,USA
456,5/5/2012,161772,4,1,Maximus UM-61,Urban,Moderation,7,VanArsdel,86.23,118.12,50263,(Emi.Mitchell@xyza.com): Mitchell. Emi,Waukee. IA. USA,IA,Central,District #30,USA
604,5/4/2014,171526,5,1,Maximus UC-69,Urban,Convenience,7,VanArsdel,37.16,50.9,78212,(Cora.Ferrell@xyza.com): Ferrell. Cora,San Antonio. TX. USA,TX,Central,District #23,USA
666,1/25/2013,280155,18,1,Maximus UC-31,Urban,Convenience,7,VanArsdel,59.4,81.37,68960,(Nehru.Frost@xyza.com): Frost. Nehru,Naponee. NE. USA,NE,Central,District #30,USA
585,9/17/2015,110744,20,1,Maximus UC-50,Urban,Convenience,7,VanArsdel,30.66,41.99,63017,(Lunea.Holder@xyza.com): Holder. Lunea,Chesterfield. MO. USA,MO,Central,District #29,USA
438,12/21/2015,134779,6,1,Maximus UM-43,Urban,Moderation,7,VanArsdel,73.58,100.79,10465,(Nicole.Durham@xyza.com): Durham. Nicole,Bronx. NY. USA,NY,East,District #03,USA
471,8/5/2013,267188,1,1,Maximus UM-76,Urban,Moderation,7,VanArsdel,67.06,91.87,10537,(Dolan.Taylor@xyza.com): Taylor. Dolan,Lake Peekskill. NY. USA,NY,East,District #02,USA
407,4/23/2012,54036,19,1,Maximus UM-12,Accessory,Accessory,7,VanArsdel,116.89,160.12,65109,(Adrian.Trevino@xyza.com): Trevino. Adrian,Jefferson City. MO. USA,MO,Central,District #29,USA
465,3/21/2015,151914,1,1,Maximus UM-70,Urban,Moderation,7,VanArsdel,86.23,118.12,33155,(Ray.Welch@xyza.com): Welch. Ray,Miami. FL. USA,FL,East,District #10,USA
656,8/18/2012,146676,16,1,Maximus UC-21,Urban,Convenience,7,VanArsdel,65.72,90.03,13421,(Ashely.Cote@xyza.com): Cote. Ashely,Oneida. NY. USA,NY,East,District #01,USA
496,8/12/2011,90546,3,1,Maximus UM-01,Urban,Moderation,7,VanArsdel,74.73,102.37,63775,(Elmo.Wade@xyza.com): Wade. Elmo,Perryville. MO. USA,MO,Central,District #25,USA
585,4/30/2015,233081,15,1,Maximus UC-50,Urban,Convenience,7,VanArsdel,30.66,41.99,48519,(Carson.Rivas@xyza.com): Rivas. Carson,Burton. MI. USA,MI,East,District #18,USA
582,3/10/2015,5541,2,1,Maximus UC-47,Urban,Convenience,7,VanArsdel,26.06,35.69,32771,(Natalie.Franks@xyza.com): Franks. Natalie,Sanford. FL. USA,FL,East,District #12,USA
549,10/6/2013,229273,1,1,Maximus UC-14,Mix,Productivity,7,VanArsdel,40.24,55.12,76110,(Sybil.Merritt@xyza.com): Merritt. Sybil,Fort Worth. TX. USA,TX,Central,District #22,USA
438,2/25/2011,88526,1,1,Maximus UM-43,Urban,Moderation,7,VanArsdel,73.58,100.79,89149,(Upton.Sosa@xyza.com): Sosa. Upton,Las Vegas. NV. USA,NV,West,District #38,USA
506,6/25/2015,43251,17,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,45014,(Belle.Andrews@xyza.com): Andrews. Belle,Fairfield. OH. USA,OH,East,District #16,USA
496,2/26/2012,251992,1,1,Maximus UM-01,Urban,Moderation,7,VanArsdel,74.73,102.37,11777,(Ginger.Wilson@xyza.com): Wilson. Ginger,Port Jefferson. NY. USA,NY,East,District #03,USA
470,1/3/2014,74756,19,1,Maximus UM-75,Urban,Moderation,7,VanArsdel,74.73,102.37,92646,(Sopoline.Guerra@xyza.com): Guerra. Sopoline,Huntington Beach. CA. USA,CA,West,District #37,USA
690,6/14/2012,25467,20,1,Maximus UC-55,Urban,Convenience,7,VanArsdel,26.82,36.74,80601,(Stephanie.Giles@xyza.com): Giles. Stephanie,Brighton. CO. USA,CO,Central,District #20,USA
470,5/4/2014,156980,4,1,Maximus UM-75,Urban,Moderation,7,VanArsdel,74.73,102.37,11558,(Jeanette.Kemp@xyza.com): Kemp. Jeanette,Island Park. NY. USA,NY,East,District #03,USA
496,5/11/2012,15364,3,1,Maximus UM-01,Urban,Moderation,7,VanArsdel,74.73,102.37,88220,(April.Cantrell@xyza.com): Cantrell. April,Carlsbad. NM. USA,NM,Central,District #22,USA
688,5/3/2013,50187,13,1,Maximus UC-53,Urban,Convenience,7,VanArsdel,40.24,55.12,15650,(Jessamine.Brady@xyza.com): Brady. Jessamine,Latrobe. PA. USA,PA,East,District #13,USA
615,4/27/2014,7748,14,1,Maximus UC-80,Urban,Convenience,7,VanArsdel,49.82,68.24,80634,(Colette.Fletcher@xyza.com): Fletcher. Colette,Greeley. CO. USA,CO,Central,District #20,USA
506,4/30/2015,114158,14,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,60142,(Burton.Aguirre@xyza.com): Aguirre. Burton,Huntley. IL. USA,IL,Central,District #31,USA
615,12/17/2013,147260,22,1,Maximus UC-80,Urban,Convenience,7,VanArsdel,49.82,68.24,66104,(Hedy.Robles@xyza.com): Robles. Hedy,Kansas City. KS. USA,KS,Central,District #30,USA
676,3/19/2016,149946,17,1,Maximus UC-41,Urban,Convenience,7,VanArsdel,55.57,76.12,28715,(Odessa.Burnett@xyza.com): Burnett. Odessa,Candler. NC. USA,NC,East,District #11,USA
577,12/31/2011,205469,2,1,Maximus UC-42,Urban,Convenience,7,VanArsdel,74.73,102.37,19801,(Felicia.Mccarty@xyza.com): Mccarty. Felicia,Wilmington. DE. USA,DE,East,District #04,USA
520,11/25/2015,245079,11,1,Maximus UE-08,Urban,Extreme,7,VanArsdel,44.82,61.4,95616,(Kristen.Mathews@xyza.com): Mathews. Kristen,Davis. CA. USA,CA,West,District #35,USA
465,4/29/2015,233915,16,1,Maximus UM-70,Urban,Moderation,7,VanArsdel,86.23,118.12,58492,(Keelie.Wilson@xyza.com): Wilson. Keelie,Wimbledon. ND. USA,ND,Central,District #32,USA
556,3/18/2011,104005,1,1,Maximus UC-21,Mix,Productivity,7,VanArsdel,62.47,85.57,37055,(Upton.Herman@xyza.com): Herman. Upton,Dickson. TN. USA,TN,East,District #19,USA
461,2/14/2014,222296,18,1,Maximus UM-66,Urban,Moderation,7,VanArsdel,82.39,112.87,23805,(Candice.Serrano@xyza.com): Serrano. Candice,Petersburg. VA. USA,VA,East,District #07,USA
470,6/13/2014,155358,3,1,Maximus UM-75,Urban,Moderation,7,VanArsdel,74.73,102.37,84660,(Malcolm.Bentley@xyza.com): Bentley. Malcolm,Spanish Fork. UT. USA,UT,West,District #33,USA
651,4/26/2015,80651,19,1,Maximus UC-16,Urban,Convenience,7,VanArsdel,59.4,81.37,89521,(Cedric.Stuart@xyza.com): Stuart. Cedric,Reno. NV. USA,NV,West,District #35,USA
578,6/30/2012,187078,1,1,Maximus UC-43,Urban,Convenience,7,VanArsdel,57.48,78.74,90291,(Charity.Lucas@xyza.com): Lucas. Charity,Venice. CA. USA,CA,West,District #37,USA
506,8/15/2013,3456,3,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,92111,(Venus.Guzman@xyza.com): Guzman. Venus,San Diego. CA. USA,CA,West,District #38,USA
408,4/9/2014,9343,10,1,Maximus UM-13,Urban,Moderation,7,VanArsdel,99.64,136.49,58601,(Melissa.Bradford@xyza.com): Bradford. Melissa,Dickinson. ND. USA,ND,Central,District #32,USA
668,10/23/2014,58788,13,1,Maximus UC-33,Urban,Convenience,7,VanArsdel,101.56,139.12,60453,(Bryar.Ball@xyza.com): Ball. Bryar,Oak Lawn. IL. USA,IL,Central,District #31,USA
506,10/22/2013,17716,22,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,92040,(Alice.England@xyza.com): England. Alice,Lakeside. CA. USA,CA,West,District #38,USA
491,6/14/2012,182514,2,1,Maximus UM-96,Urban,Moderation,7,VanArsdel,63.45,86.91,44026,(Fleur.Beck@xyza.com): Beck. Fleur,Chesterland. OH. USA,OH,East,District #14,USA
609,2/27/2012,122205,1,1,Maximus UC-74,Urban,Convenience,7,VanArsdel,61.32,83.99,10598,(Orlando.Holden@xyza.com): Holden. Orlando,Yorktown Heights. NY. USA,NY,East,District #02,USA
491,3/25/2012,242332,10,1,Maximus UM-96,Urban,Moderation,7,VanArsdel,63.45,86.91,21207,(Montana.Clayton@xyza.com): Clayton. Montana,Gwynn Oak. MD. USA,MD,East,District #05,USA
470,3/4/2014,246096,18,1,Maximus UM-75,Urban,Moderation,7,VanArsdel,74.73,102.37,28675,(Kermit.Gonzalez@xyza.com): Gonzalez. Kermit,Sparta. NC. USA,NC,East,District #08,USA
596,3/31/2016,61511,18,1,Maximus UC-61,Urban,Convenience,7,VanArsdel,55.94,76.62,49445,(Lillith.Vasquez@xyza.com): Vasquez. Lillith,Muskegon. MI. USA,MI,East,District #18,USA
471,4/8/2014,117803,12,1,Maximus UM-76,Urban,Moderation,7,VanArsdel,67.06,91.87,77583,(Giselle.Howell@xyza.com): Howell. Giselle,Rosharon. TX. USA,TX,Central,District #23,USA
585,4/12/2011,157946,4,1,Maximus UC-50,Urban,Convenience,7,VanArsdel,30.66,41.99,22655,(Alec.Briggs@xyza.com): Briggs. Alec,Stephens City. VA. USA,VA,East,District #07,USA
589,3/27/2013,266197,18,1,Maximus UC-54,Urban,Convenience,7,VanArsdel,61.32,83.99,49013,(Zia.Gates@xyza.com): Gates. Zia,Bangor. MI. USA,MI,East,District #18,USA
443,9/28/2015,135427,16,1,Maximus UM-48,Urban,Moderation,7,VanArsdel,65.15,89.24,80503,(Francesca.Wilkinson@xyza.com): Wilkinson. Francesca,Longmont. CO. USA,CO,Central,District #20,USA
428,8/7/2013,246303,5,1,Maximus UM-33,Urban,Moderation,7,VanArsdel,86.23,118.12,95470,(Baxter.Marks@xyza.com): Marks. Baxter,Redwood Valley. CA. USA,CA,West,District #35,USA
428,2/28/2014,251978,16,1,Maximus UM-33,Urban,Moderation,7,VanArsdel,86.23,118.12,58424,(Ariana.Merritt@xyza.com): Merritt. Ariana,Cleveland. ND. USA,ND,Central,District #32,USA
491,5/19/2012,361,11,1,Maximus UM-96,Urban,Moderation,7,VanArsdel,63.45,86.91,90250,(Dacey.Patterson@xyza.com): Patterson. Dacey,Hawthorne. CA. USA,CA,West,District #37,USA
433,7/7/2011,129800,6,1,Maximus UM-38,Urban,Moderation,7,VanArsdel,73.58,100.79,61550,(Akeem.Johnson@xyza.com): Johnson. Akeem,Morton. IL. USA,IL,Central,District #29,USA
674,5/23/2011,23184,20,1,Maximus UC-39,Urban,Convenience,7,VanArsdel,49.82,68.24,28027,(Bradley.Riddle@xyza.com): Riddle. Bradley,Concord. NC. USA,NC,East,District #11,USA
506,5/14/2014,85703,10,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,76036,(Chiquita.Dyer@xyza.com): Dyer. Chiquita,Crowley. TX. USA,TX,Central,District #22,USA
465,9/28/2014,175327,21,1,Maximus UM-70,Urban,Moderation,7,VanArsdel,86.23,118.12,77075,(Colette.Perry@xyza.com): Perry. Colette,Houston. TX. USA,TX,Central,District #23,USA
402,3/23/2014,64534,13,1,Maximus UM-07,Accessory,Accessory,7,VanArsdel,74.73,102.37,32210,(Caleb.Joyner@xyza.com): Joyner. Caleb,Jacksonville. FL. USA,FL,East,District #12,USA
556,4/26/2012,22999,10,1,Maximus UC-21,Mix,Productivity,7,VanArsdel,62.47,85.57,23462,(Meredith.Dyer@xyza.com): Dyer. Meredith,Virginia Beach. VA. USA,VA,East,District #07,USA
461,2/15/2015,246462,14,1,Maximus UM-66,Urban,Moderation,7,VanArsdel,82.39,112.87,54471,(Indira.Navarro@xyza.com): Navarro. Indira,Ringle. WI. USA,WI,Central,District #26,USA
556,9/15/2015,68054,15,1,Maximus UC-21,Mix,Productivity,7,VanArsdel,62.47,85.57,57103,(Ursula.Flowers@xyza.com): Flowers. Ursula,Sioux Falls. SD. USA,SD,Central,District #32,USA
449,4/15/2015,7366,19,1,Maximus UM-54,Urban,Moderation,7,VanArsdel,74.73,102.37,44060,(Brielle.Weber@xyza.com): Weber. Brielle,Mentor. OH. USA,OH,East,District #14,USA
407,4/23/2011,198804,4,1,Maximus UM-12,Accessory,Accessory,7,VanArsdel,116.89,160.12,41001,(Paki.Bishop@xyza.com): Bishop. Paki,Alexandria. KY. USA,KY,East,District #16,USA
585,4/16/2014,145355,10,1,Maximus UC-50,Urban,Convenience,7,VanArsdel,30.66,41.99,20774,(Macon.Neal@xyza.com): Neal. Macon,Upper Marlboro. MD. USA,MD,East,District #05,USA
676,6/24/2016,235597,21,1,Maximus UC-41,Urban,Convenience,7,VanArsdel,55.57,76.12,30557,(Curran.Nunez@xyza.com): Nunez. Curran,Martin. GA. USA,GA,East,District #11,USA
506,6/25/2011,101429,11,1,Maximus UM-11,Urban,Moderation,7,VanArsdel,90.83,124.42,55110,(Gay.Page@xyza.com): Page. Gay,Saint Paul. MN. USA,MN,Central,District #28,USA
407,4/22/2016,118554,15,1,Maximus UM-12,Accessory,Accessory,7,VanArsdel,116.89,160.12,27941,(Warren.Mays@xyza.com): Mays. Warren,Harbinger. NC. USA,NC,East,District #07,USA
549,5/8/2013,35288,8,1,Maximus UC-14,Mix,Productivity,7,VanArsdel,40.24,55.12,76065,(Carson.Morris@xyza.com): Morris. Carson,Midlothian. TX. USA,TX,Central,District #22,USA
456,9/28/2012,6000,17,1,Maximus UM-61,Urban,Moderation,7,VanArsdel,86.23,118.12,66061,(Desiree.Banks@xyza.com): Banks. Desiree,Olathe. KS. USA,KS,Central,District #30,USA
457,2/10/2016,71488,21,1,Maximus UM-62,Urban,Moderation,7,VanArsdel,73.58,100.79,92508,(Andrew.Barber@xyza.com): Barber. Andrew,Riverside. CA. USA,CA,West,District #38,USA
676,2/11/2011,167820,5,1,Maximus UC-41,Urban,Convenience,7,VanArsdel,55.57,76.12,1606,(Tatyana.Juarez@xyza.com): Juarez. Tatyana,Worcester. MA. USA,MA,East,District #02,USA
556,6/17/2016,221480,20,1,Maximus UC-21,Mix,Productivity,7,VanArsdel,62.47,85.57,8107,(Felicia.Whitaker@xyza.com): Whitaker. Felicia,Oaklyn. NJ. USA,NJ,East,District #04,USA
